unified_score_buy,unified_score_sell,confidence_threshold,golden_pocket_override,gp_confidence_boost,max_position_size,stop_loss,take_profit,golden_pocket_weight,require_trend_alignment,multi_tf_confirmations,score,total_trades,win_rate,net_return,sharpe_ratio,max_drawdown,gp_trades,gp_win_rate,gp_utilization,profit_factor
50,35,0.6,40,0.9,0.7,0.06,0.15,0.35,False,1,17.732595990947615,6,66.66666666666666,0.36332232692306204,2.4698083400815545,39.2216326812743,0,0,0.0,1.0523507635315905
50,35,0.6,40,0.9,0.7,0.06,0.15,0.4,False,1,17.732595990947615,6,66.66666666666666,0.36332232692306204,2.4698083400815545,39.2216326812743,0,0,0.0,1.0523507635315905
50,35,0.6,45,0.85,0.7,0.06,0.12,0.35,False,1,17.732595990947615,6,66.66666666666666,0.36332232692306204,2.4698083400815545,39.2216326812743,0,0,0.0,1.0523507635315905
50,35,0.6,45,0.85,0.7,0.06,0.12,0.4,False,1,17.732595990947615,6,66.66666666666666,0.36332232692306204,2.4698083400815545,39.2216326812743,0,0,0.0,1.0523507635315905
50,35,0.6,45,0.85,0.7,0.06,0.15,0.35,False,1,17.732595990947615,6,66.66666666666666,0.36332232692306204,2.4698083400815545,39.2216326812743,0,0,0.0,1.0523507635315905
50,35,0.6,45,0.85,0.7,0.06,0.15,0.4,False,1,17.732595990947615,6,66.66666666666666,0.36332232692306204,2.4698083400815545,39.2216326812743,0,0,0.0,1.0523507635315905
50,35,0.6,45,0.9,0.7,0.06,0.12,0.35,False,1,17.732595990947615,6,66.66666666666666,0.36332232692306204,2.4698083400815545,39.2216326812743,0,0,0.0,1.0523507635315905
50,35,0.6,45,0.9,0.7,0.06,0.12,0.4,False,1,17.732595990947615,6,66.66666666666666,0.36332232692306204,2.4698083400815545,39.2216326812743,0,0,0.0,1.0523507635315905
50,35,0.6,45,0.9,0.7,0.06,0.15,0.35,False,1,17.732595990947615,6,66.66666666666666,0.36332232692306204,2.4698083400815545,39.2216326812743,0,0,0.0,1.0523507635315905
50,35,0.6,45,0.9,0.7,0.06,0.15,0.4,False,1,17.732595990947615,6,66.66666666666666,0.36332232692306204,2.4698083400815545,39.2216326812743,0,0,0.0,1.0523507635315905
45,35,0.6,40,0.85,0.7,0.07,0.12,0.35,False,1,17.363915839356384,6,66.66666666666666,0.488850061147059,2.4041038116477047,38.74532460315896,0,0,0.0,1.0723859078195863
45,35,0.6,40,0.85,0.7,0.07,0.12,0.4,False,1,17.363915839356384,6,66.66666666666666,0.488850061147059,2.4041038116477047,38.74532460315896,0,0,0.0,1.0723859078195863
45,35,0.6,40,0.85,0.7,0.07,0.15,0.35,False,1,17.363915839356384,6,66.66666666666666,0.488850061147059,2.4041038116477047,38.74532460315896,0,0,0.0,1.0723859078195863
45,35,0.6,40,0.85,0.7,0.07,0.15,0.4,False,1,17.363915839356384,6,66.66666666666666,0.488850061147059,2.4041038116477047,38.74532460315896,0,0,0.0,1.0723859078195863
45,35,0.6,40,0.9,0.7,0.07,0.12,0.35,False,1,17.363915839356384,6,66.66666666666666,0.488850061147059,2.4041038116477047,38.74532460315896,0,0,0.0,1.0723859078195863
45,35,0.6,40,0.9,0.7,0.07,0.12,0.4,False,1,17.363915839356384,6,66.66666666666666,0.488850061147059,2.4041038116477047,38.74532460315896,0,0,0.0,1.0723859078195863
45,35,0.6,40,0.9,0.7,0.07,0.15,0.35,False,1,17.363915839356384,6,66.66666666666666,0.488850061147059,2.4041038116477047,38.74532460315896,0,0,0.0,1.0723859078195863
45,35,0.6,40,0.9,0.7,0.07,0.15,0.4,False,1,17.363915839356384,6,66.66666666666666,0.488850061147059,2.4041038116477047,38.74532460315896,0,0,0.0,1.0723859078195863
45,35,0.5,40,0.85,0.7,0.06,0.12,0.35,False,1,17.347447270096065,6,66.66666666666666,1.3412493327577066,2.3476187631052117,38.33048018811826,0,0,0.0,1.2200701387610895
45,35,0.5,40,0.85,0.7,0.06,0.12,0.4,False,1,17.347447270096065,6,66.66666666666666,1.3412493327577066,2.3476187631052117,38.33048018811826,0,0,0.0,1.2200701387610895
45,35,0.5,40,0.85,0.7,0.06,0.15,0.35,False,1,17.347447270096065,6,66.66666666666666,1.3412493327577066,2.3476187631052117,38.33048018811826,0,0,0.0,1.2200701387610895
45,35,0.5,40,0.85,0.7,0.06,0.15,0.4,False,1,17.347447270096065,6,66.66666666666666,1.3412493327577066,2.3476187631052117,38.33048018811826,0,0,0.0,1.2200701387610895
45,35,0.5,40,0.9,0.7,0.06,0.12,0.35,False,1,17.347447270096065,6,66.66666666666666,1.3412493327577066,2.3476187631052117,38.33048018811826,0,0,0.0,1.2200701387610895
45,35,0.5,40,0.9,0.7,0.06,0.12,0.4,False,1,17.347447270096065,6,66.66666666666666,1.3412493327577066,2.3476187631052117,38.33048018811826,0,0,0.0,1.2200701387610895
45,35,0.5,40,0.9,0.7,0.06,0.15,0.35,False,1,17.347447270096065,6,66.66666666666666,1.3412493327577066,2.3476187631052117,38.33048018811826,0,0,0.0,1.2200701387610895
45,35,0.5,40,0.9,0.7,0.06,0.15,0.4,False,1,17.347447270096065,6,66.66666666666666,1.3412493327577066,2.3476187631052117,38.33048018811826,0,0,0.0,1.2200701387610895
45,35,0.55,40,0.85,0.7,0.06,0.12,0.35,False,1,17.347447270096065,6,66.66666666666666,1.3412493327577066,2.3476187631052117,38.33048018811826,0,0,0.0,1.2200701387610895
45,35,0.55,40,0.85,0.7,0.06,0.12,0.4,False,1,17.347447270096065,6,66.66666666666666,1.3412493327577066,2.3476187631052117,38.33048018811826,0,0,0.0,1.2200701387610895
45,35,0.55,40,0.85,0.7,0.06,0.15,0.35,False,1,17.347447270096065,6,66.66666666666666,1.3412493327577066,2.3476187631052117,38.33048018811826,0,0,0.0,1.2200701387610895
45,35,0.55,40,0.85,0.7,0.06,0.15,0.4,False,1,17.347447270096065,6,66.66666666666666,1.3412493327577066,2.3476187631052117,38.33048018811826,0,0,0.0,1.2200701387610895
45,35,0.55,40,0.9,0.7,0.06,0.12,0.35,False,1,17.347447270096065,6,66.66666666666666,1.3412493327577066,2.3476187631052117,38.33048018811826,0,0,0.0,1.2200701387610895
45,35,0.55,40,0.9,0.7,0.06,0.12,0.4,False,1,17.347447270096065,6,66.66666666666666,1.3412493327577066,2.3476187631052117,38.33048018811826,0,0,0.0,1.2200701387610895
45,35,0.55,40,0.9,0.7,0.06,0.15,0.35,False,1,17.347447270096065,6,66.66666666666666,1.3412493327577066,2.3476187631052117,38.33048018811826,0,0,0.0,1.2200701387610895
45,35,0.55,40,0.9,0.7,0.06,0.15,0.4,False,1,17.347447270096065,6,66.66666666666666,1.3412493327577066,2.3476187631052117,38.33048018811826,0,0,0.0,1.2200701387610895
55,35,0.5,40,0.85,0.7,0.06,0.12,0.35,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.5,40,0.85,0.7,0.06,0.12,0.4,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.5,40,0.85,0.7,0.06,0.15,0.35,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.5,40,0.85,0.7,0.06,0.15,0.4,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.5,40,0.9,0.7,0.06,0.12,0.35,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.5,40,0.9,0.7,0.06,0.12,0.4,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.5,40,0.9,0.7,0.06,0.15,0.35,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.5,40,0.9,0.7,0.06,0.15,0.4,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.5,45,0.85,0.7,0.06,0.12,0.35,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.5,45,0.85,0.7,0.06,0.12,0.4,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.5,45,0.85,0.7,0.06,0.15,0.35,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.5,45,0.85,0.7,0.06,0.15,0.4,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.5,45,0.9,0.7,0.06,0.12,0.35,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.5,45,0.9,0.7,0.06,0.12,0.4,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.5,45,0.9,0.7,0.06,0.15,0.35,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.5,45,0.9,0.7,0.06,0.15,0.4,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.5,50,0.85,0.7,0.06,0.12,0.35,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.5,50,0.85,0.7,0.06,0.12,0.4,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.5,50,0.85,0.7,0.06,0.15,0.35,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.5,50,0.85,0.7,0.06,0.15,0.4,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.5,50,0.9,0.7,0.06,0.12,0.35,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.5,50,0.9,0.7,0.06,0.12,0.4,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.5,50,0.9,0.7,0.06,0.15,0.35,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.5,50,0.9,0.7,0.06,0.15,0.4,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.55,40,0.85,0.7,0.06,0.12,0.35,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.55,40,0.85,0.7,0.06,0.12,0.4,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.55,40,0.85,0.7,0.06,0.15,0.35,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.55,40,0.85,0.7,0.06,0.15,0.4,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.55,40,0.9,0.7,0.06,0.12,0.35,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.55,40,0.9,0.7,0.06,0.12,0.4,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.55,40,0.9,0.7,0.06,0.15,0.35,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.55,40,0.9,0.7,0.06,0.15,0.4,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.55,45,0.85,0.7,0.06,0.12,0.35,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.55,45,0.85,0.7,0.06,0.12,0.4,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.55,45,0.85,0.7,0.06,0.15,0.35,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.55,45,0.85,0.7,0.06,0.15,0.4,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.55,45,0.9,0.7,0.06,0.12,0.35,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.55,45,0.9,0.7,0.06,0.12,0.4,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.55,45,0.9,0.7,0.06,0.15,0.35,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.55,45,0.9,0.7,0.06,0.15,0.4,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.55,50,0.85,0.7,0.06,0.12,0.35,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.55,50,0.85,0.7,0.06,0.12,0.4,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.55,50,0.85,0.7,0.06,0.15,0.35,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.55,50,0.85,0.7,0.06,0.15,0.4,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.55,50,0.9,0.7,0.06,0.12,0.35,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.55,50,0.9,0.7,0.06,0.12,0.4,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.55,50,0.9,0.7,0.06,0.15,0.35,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
55,35,0.55,50,0.9,0.7,0.06,0.15,0.4,False,1,17.299333203167944,6,66.66666666666666,1.0430975275694618,2.3903881871349144,39.04357535841796,0,0,0.0,1.154347933665958
50,35,0.6,40,0.85,0.7,0.07,0.12,0.35,False,1,17.285904773515067,6,66.66666666666666,-0.1043881998319921,2.458009527205199,39.50487043720825,0,0,0.0,0.9858798863162173
50,35,0.6,40,0.85,0.7,0.07,0.12,0.4,False,1,17.285904773515067,6,66.66666666666666,-0.1043881998319921,2.458009527205199,39.50487043720825,0,0,0.0,0.9858798863162173
50,35,0.6,40,0.85,0.7,0.07,0.15,0.35,False,1,17.285904773515067,6,66.66666666666666,-0.1043881998319921,2.458009527205199,39.50487043720825,0,0,0.0,0.9858798863162173
50,35,0.6,40,0.85,0.7,0.07,0.15,0.4,False,1,17.285904773515067,6,66.66666666666666,-0.1043881998319921,2.458009527205199,39.50487043720825,0,0,0.0,0.9858798863162173
50,35,0.6,40,0.9,0.7,0.07,0.12,0.35,False,1,17.285904773515067,6,66.66666666666666,-0.1043881998319921,2.458009527205199,39.50487043720825,0,0,0.0,0.9858798863162173
50,35,0.6,40,0.9,0.7,0.07,0.12,0.4,False,1,17.285904773515067,6,66.66666666666666,-0.1043881998319921,2.458009527205199,39.50487043720825,0,0,0.0,0.9858798863162173
50,35,0.6,40,0.9,0.7,0.07,0.15,0.35,False,1,17.285904773515067,6,66.66666666666666,-0.1043881998319921,2.458009527205199,39.50487043720825,0,0,0.0,0.9858798863162173
50,35,0.6,40,0.9,0.7,0.07,0.15,0.4,False,1,17.285904773515067,6,66.66666666666666,-0.1043881998319921,2.458009527205199,39.50487043720825,0,0,0.0,0.9858798863162173
50,35,0.6,45,0.85,0.7,0.07,0.12,0.35,False,1,17.285904773515067,6,66.66666666666666,-0.1043881998319921,2.458009527205199,39.50487043720825,0,0,0.0,0.9858798863162173
50,35,0.6,45,0.85,0.7,0.07,0.12,0.4,False,1,17.285904773515067,6,66.66666666666666,-0.1043881998319921,2.458009527205199,39.50487043720825,0,0,0.0,0.9858798863162173
50,35,0.6,45,0.85,0.7,0.07,0.15,0.35,False,1,17.285904773515067,6,66.66666666666666,-0.1043881998319921,2.458009527205199,39.50487043720825,0,0,0.0,0.9858798863162173
50,35,0.6,45,0.85,0.7,0.07,0.15,0.4,False,1,17.285904773515067,6,66.66666666666666,-0.1043881998319921,2.458009527205199,39.50487043720825,0,0,0.0,0.9858798863162173
50,35,0.6,45,0.9,0.7,0.07,0.12,0.35,False,1,17.285904773515067,6,66.66666666666666,-0.1043881998319921,2.458009527205199,39.50487043720825,0,0,0.0,0.9858798863162173
50,35,0.6,45,0.9,0.7,0.07,0.12,0.4,False,1,17.285904773515067,6,66.66666666666666,-0.1043881998319921,2.458009527205199,39.50487043720825,0,0,0.0,0.9858798863162173
50,35,0.6,45,0.9,0.7,0.07,0.15,0.35,False,1,17.285904773515067,6,66.66666666666666,-0.1043881998319921,2.458009527205199,39.50487043720825,0,0,0.0,0.9858798863162173
50,35,0.6,45,0.9,0.7,0.07,0.15,0.4,False,1,17.285904773515067,6,66.66666666666666,-0.1043881998319921,2.458009527205199,39.50487043720825,0,0,0.0,0.9858798863162173
50,35,0.5,40,0.85,0.7,0.06,0.12,0.35,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.5,40,0.85,0.7,0.06,0.12,0.4,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.5,40,0.85,0.7,0.06,0.15,0.35,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.5,40,0.85,0.7,0.06,0.15,0.4,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.5,40,0.9,0.7,0.06,0.12,0.35,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.5,40,0.9,0.7,0.06,0.12,0.4,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.5,40,0.9,0.7,0.06,0.15,0.35,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.5,40,0.9,0.7,0.06,0.15,0.4,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.5,45,0.85,0.7,0.06,0.12,0.35,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.5,45,0.85,0.7,0.06,0.12,0.4,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.5,45,0.85,0.7,0.06,0.15,0.35,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.5,45,0.85,0.7,0.06,0.15,0.4,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.5,45,0.9,0.7,0.06,0.12,0.35,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.5,45,0.9,0.7,0.06,0.12,0.4,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.5,45,0.9,0.7,0.06,0.15,0.35,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.5,45,0.9,0.7,0.06,0.15,0.4,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.55,40,0.85,0.7,0.06,0.12,0.35,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.55,40,0.85,0.7,0.06,0.12,0.4,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.55,40,0.85,0.7,0.06,0.15,0.35,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.55,40,0.85,0.7,0.06,0.15,0.4,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.55,40,0.9,0.7,0.06,0.12,0.35,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.55,40,0.9,0.7,0.06,0.12,0.4,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.55,40,0.9,0.7,0.06,0.15,0.35,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.55,40,0.9,0.7,0.06,0.15,0.4,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.55,45,0.85,0.7,0.06,0.12,0.35,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.55,45,0.85,0.7,0.06,0.12,0.4,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.55,45,0.85,0.7,0.06,0.15,0.35,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.55,45,0.85,0.7,0.06,0.15,0.4,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.55,45,0.9,0.7,0.06,0.12,0.35,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.55,45,0.9,0.7,0.06,0.12,0.4,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.55,45,0.9,0.7,0.06,0.15,0.35,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
50,35,0.55,45,0.9,0.7,0.06,0.15,0.4,False,1,17.27456701714178,6,66.66666666666666,0.7429789128750417,2.4024960457337046,39.09517001069055,0,0,0.0,1.1102666687322713
